image_path,label
dataset/tomato\Tomato___Bacterial_spot\2a377230-f904-4646-95da-76e242051242___GCREC_Bact.Sp 3085.JPG,0
dataset/tomato\Tomato___Target_Spot\90f8a11f-04f3-4d4d-a6c0-9b75e69ae66f___Com.G_TgS_FL 8048.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\2aadd640-7d4c-41da-91e9-cab1045964a4___YLCV_GCREC 2294.JPG,7
dataset/tomato\Tomato___Bacterial_spot\879bb942-2577-425e-8781-9dfb540d98ac___GCREC_Bact.Sp 6072.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\73e4f052-4dac-4a8c-b34f-4bcf5398fc7c___UF.GRC_YLCV_Lab 02010.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ea9ec83c-03f8-4ccf-8f0d-e05b667875f1___UF.GRC_YLCV_Lab 03150.JPG,7
dataset/tomato\Tomato___healthy\2da51b05-179d-4072-9ac9-f6985c7a494c___RS_HL 0444.JPG,9
dataset/tomato\Tomato___Late_blight\9bb49d22-976d-40c3-bc9a-bff5cbbd8e28___RS_Late.B 5057.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ac593008-ed4e-496f-8785-6712cb39a858___YLCV_GCREC 2454.JPG,7
dataset/tomato\Tomato___Bacterial_spot\c0937468-f1fc-4c71-b0e9-f7ab93d28650___GCREC_Bact.Sp 3469.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\83a57a08-1703-4c39-ba00-b34ff03abf20___UF.GRC_YLCV_Lab 02193.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e09091dd-892a-40ad-b9e4-7df92f4e72e9___YLCV_NREC 2147.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\6d1173c5-9374-46a5-ba0d-e2f72b95e6b2___Matt.S_CG 7851.JPG,4
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\8927820d-9e41-40d4-8e23-fe8d070c798c___YLCV_NREC 2759.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a52cd19b-99e6-495e-bd59-c8695a0b3d17___YLCV_GCREC 5256.JPG,7
dataset/tomato\Tomato___healthy\b9046af2-28a7-4546-9107-1ae6d0bb7de7___RS_HL 0174.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9bb27373-9940-4e2d-a9b8-536dd1c26004___YLCV_NREC 0275.JPG,7
dataset/tomato\Tomato___Late_blight\2164b3f8-102c-481c-9d89-7e2f6087a121___RS_Late.B 5065.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ad088f1a-0b3a-49f6-85fb-461180ae3124___YLCV_NREC 2272.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\40120ef4-16d4-4178-a76c-2de54651c37c___YLCV_NREC 2722.JPG,7
dataset/tomato\Tomato___healthy\71c4512d-05ba-456f-ba4e-f2861b7e7837___RS_HL 0390.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4fb6720b-508c-49cc-b3e0-81656128bf59___YLCV_GCREC 1999.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\862690af-0d59-4fbe-b92d-3d8bd94e930a___UF.GRC_YLCV_Lab 03083.JPG,7
dataset/tomato\Tomato___Late_blight\351fea81-8dc9-4d24-9a09-5b92f174d883___GHLB2 Leaf 8604.JPG,2
dataset/tomato\Tomato___Bacterial_spot\b6693ee1-8345-4796-9b9b-33d968e1e66f___GCREC_Bact.Sp 3097.JPG,0
dataset/tomato\Tomato___Early_blight\fe856320-407c-4390-9960-a6a539371182___RS_Erly.B 7624.JPG,1
dataset/tomato\Tomato___Target_Spot\bead2136-5e70-423c-8988-ea87a89148f1___Com.G_TgS_FL 1082.JPG,6
dataset/tomato\Tomato___Bacterial_spot\9fbe6dac-da52-419e-9a57-b56f94d5c910___GCREC_Bact.Sp 5837.JPG,0
dataset/tomato\Tomato___Late_blight\c61bce34-b48f-4042-9ca6-f0287ecc3509___RS_Late.B 6970.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ddb77cd4-07b4-49bd-9381-1edc82531134___UF.GRC_YLCV_Lab 01696.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\bd8dade5-7c82-40ad-b12f-9dcc1e394e76___UF.GRC_YLCV_Lab 03342.JPG,7
dataset/tomato\Tomato___Leaf_Mold\fee0f163-ef11-48ce-9eff-5546b8ddae91___Crnl_L.Mold 6861.JPG,3
dataset/tomato\Tomato___healthy\52325034-c2a2-4f00-b49d-e67cafcd2828___GH_HL Leaf 399.1.JPG,9
dataset/tomato\Tomato___healthy\806a1f93-1b9f-4860-91e1-9aff2d68c494___RS_HL 0468.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\40a35c35-7e27-44bb-8a94-ce0bd642a12c___UF.GRC_YLCV_Lab 09473.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\47540ec0-31bf-4ad5-84e9-601d0d0829e4___Matt.S_CG 6002.JPG,4
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\fe753434-8f8b-4e59-9a67-ccd9964894aa___Com.G_SpM_FL 8535.JPG,5
dataset/tomato\Tomato___Late_blight\3f389ac5-10ee-4623-98f2-76b0b479cf3e___RS_Late.B 6785.JPG,2
dataset/tomato\Tomato___Late_blight\d730c413-51de-4f47-86bd-e0763f5a5298___GHLB2 Leaf 8894.JPG,2
dataset/tomato\Tomato___Septoria_leaf_spot\f3e6061a-4425-4975-98e1-bfac4dc21a0e___Keller.St_CG 1938.JPG,4
dataset/tomato\Tomato___Septoria_leaf_spot\5418736d-c947-4cdc-b82c-692de712880a___JR_Sept.L.S 2619.JPG,4
dataset/tomato\Tomato___Target_Spot\51d654f9-ba95-4e86-babe-ad3373593c45___Com.G_TgS_FL 0730.JPG,6
dataset/tomato\Tomato___Bacterial_spot\a9081e18-5a97-428a-af5d-6788d430d152___GCREC_Bact.Sp 3347.JPG,0
dataset/tomato\Tomato___Late_blight\6b68a1c0-31aa-49f9-b69c-55e96bebcc8b___GHLB Leaf 8.2 Day 13.JPG,2
dataset/tomato\Tomato___Bacterial_spot\c8393f84-d1e1-4165-ae4e-eaa196db9523___GCREC_Bact.Sp 3404.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c4522723-04c5-4a3d-8814-bbeb8e9ef1e6___YLCV_GCREC 2907.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\deb42f2f-ad95-4da7-8568-2e3c55a31c96___UF.GRC_YLCV_Lab 01397.JPG,7
dataset/tomato\Tomato___Tomato_mosaic_virus\69726f1b-4d1c-4647-aef2-090e57246501___PSU_CG 2131.JPG,8
dataset/tomato\Tomato___Early_blight\a0db48a5-bbb6-4374-ad9f-8132e33280f5___RS_Erly.B 7791.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\3167dea8-47ef-4761-9e14-f7b66dcd976f___YLCV_NREC 2538.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c556bb1a-efa0-41ca-9a38-b8c913141f26___UF.GRC_YLCV_Lab 08432.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\742c464c-c3a4-469f-82dd-6c4be227c6b2___YLCV_GCREC 5225.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7257f560-6655-4aa2-95cb-42d6c98c1229___YLCV_NREC 0236.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\5dc0f3b8-50d7-4843-9cc2-3c7e6d94a66f___YLCV_NREC 2951.JPG,7
dataset/tomato\Tomato___Early_blight\8647963f-aacb-44f3-82bc-fa749bc65694___RS_Erly.B 6391.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f01b88f7-45ec-4e6c-b298-6af3f3652436___UF.GRC_YLCV_Lab 02299.JPG,7
dataset/tomato\Tomato___Bacterial_spot\b0827469-6ac0-4a9e-baca-ac4763b00f95___GCREC_Bact.Sp 5866.JPG,0
dataset/tomato\Tomato___Bacterial_spot\1552a68d-efde-4536-b883-f6da947f5a33___GCREC_Bact.Sp 5583.JPG,0
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\adbac054-fccb-4578-8139-b91bea38110b___Com.G_SpM_FL 8812.JPG,5
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\f702e4c1-fe56-41c5-9ee8-ccb06d8dce13___Com.G_SpM_FL 9528.JPG,5
dataset/tomato\Tomato___Bacterial_spot\7f4e7217-5d75-432f-824f-c175dedbfe06___GCREC_Bact.Sp 3762.JPG,0
dataset/tomato\Tomato___Target_Spot\7a49ce93-fbda-4a85-95bd-f340c6d6487d___Com.G_TgS_FL 9936.JPG,6
dataset/tomato\Tomato___healthy\f62d9b06-1625-4277-9347-0f3097c41fcf___GH_HL Leaf 518.2.JPG,9
dataset/tomato\Tomato___healthy\717efedc-6fcb-4509-895f-369d82161acf___RS_HL 0184.JPG,9
dataset/tomato\Tomato___Late_blight\1a69b38b-c4eb-42c4-9584-bcb14fb8db0c___GHLB2 Leaf 9011.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\0734ea54-1d91-4a7c-a42c-805ffc3e3245___UF.GRC_YLCV_Lab 02770.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ff07cd60-e1c8-4888-ad64-da5c000c4df3___UF.GRC_YLCV_Lab 02412.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\1d34e045-0cee-4bea-bd14-3a60de7c255e___Com.G_SpM_FL 1312.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4d220a58-1589-40ae-a8fc-087d77afded7___YLCV_NREC 2618.JPG,7
dataset/tomato\Tomato___Target_Spot\8a71b39e-03c4-474d-a729-c6c5039c829c___Com.G_TgS_FL 0963.JPG,6
dataset/tomato\Tomato___Bacterial_spot\645095d4-fe92-4759-8b40-1a7c13b2e02e___GCREC_Bact.Sp 3219.JPG,0
dataset/tomato\Tomato___Early_blight\e008f248-eaa3-4d65-a649-4ba7134f4c56___RS_Erly.B 9537.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\f98a3863-0896-4af5-8ed2-d151e321c368___UF.GRC_YLCV_Lab 02930.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d7e6e51d-5643-4c15-8127-167f6b5161dc___UF.GRC_YLCV_Lab 02765.JPG,7
dataset/tomato\Tomato___Late_blight\385e730c-e1f9-4f46-b8b0-42bfa13866d7___RS_Late.B 4965.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\87df3986-446d-4bea-ac61-8fa8645f659d___UF.GRC_YLCV_Lab 09493.JPG,7
dataset/tomato\Tomato___Bacterial_spot\247444c2-846f-4626-9c69-762c6f278538___GCREC_Bact.Sp 3452.JPG,0
dataset/tomato\Tomato___healthy\2db5d3de-824c-4e62-9db1-e271d13ea27e___GH_HL Leaf 273.1.JPG,9
dataset/tomato\Tomato___Bacterial_spot\e5ebe0ed-8be8-46c8-a209-32b00ad5f65e___GCREC_Bact.Sp 6033.JPG,0
dataset/tomato\Tomato___Late_blight\cc31ca99-6a1c-4e62-bc6b-044c99ba2c62___RS_Late.B 6775.JPG,2
dataset/tomato\Tomato___healthy\e1571f83-5f00-4653-a176-2033f27405fa___GH_HL Leaf 353.JPG,9
dataset/tomato\Tomato___Late_blight\81425428-d995-492c-80ba-c28564d8f317___RS_Late.B 6265.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4e8ddcc2-a380-4f86-bd46-9a3fbf41c608___UF.GRC_YLCV_Lab 01437.JPG,7
dataset/tomato\Tomato___Leaf_Mold\a95f0a82-5cad-423a-be56-8205317909e8___Crnl_L.Mold 8677.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d24762bf-16b5-4e1f-ba8c-785850bca6de___YLCV_NREC 2140.JPG,7
dataset/tomato\Tomato___Target_Spot\7393add5-2fd1-4fae-8b2f-44770dc56a69___Com.G_TgS_FL 9719.JPG,6
dataset/tomato\Tomato___Late_blight\532b555e-ffd6-4864-abab-50cace76653d___GHLB2 Leaf 164.1.JPG,2
dataset/tomato\Tomato___Leaf_Mold\edf50862-c5ce-406d-a3f1-f228bd358ca3___Crnl_L.Mold 7038.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7bff3fb7-788d-414c-bf0e-92a5ce4a4757___UF.GRC_YLCV_Lab 02064.JPG,7
dataset/tomato\Tomato___Target_Spot\63e1a2ad-a44f-4c4d-b123-417920259975___Com.G_TgS_FL 1035.JPG,6
dataset/tomato\Tomato___healthy\c52610f1-e253-49ac-bb6f-af3dc1d9c396___GH_HL Leaf 363.1.JPG,9
dataset/tomato\Tomato___Late_blight\8f96e29c-d210-47a7-bdcb-e87821bb66c8___RS_Late.B 6872.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\9ff59ba4-d70a-4803-8df6-565e85871b5c___YLCV_NREC 2028.JPG,7
dataset/tomato\Tomato___healthy\6120d8df-66a3-45c1-ae2f-bb8065928df4___RS_HL 0420.JPG,9
dataset/tomato\Tomato___Leaf_Mold\d2422f17-4d15-4416-8c24-fba263d9b3db___Crnl_L.Mold 8810.JPG,3
dataset/tomato\Tomato___Early_blight\d452210c-ee07-4a6e-a0e0-15676dafacb1___RS_Erly.B 7419.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\653b1d4d-3b9e-4e12-b4fb-8f1cadea9d81___UF.GRC_YLCV_Lab 03211.JPG,7
dataset/tomato\Tomato___Late_blight\f2c089b3-34a5-4300-848f-a0d6eebcb756___RS_Late.B 5174.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d3134594-e868-4bc8-8a16-5db5b156e1ac___UF.GRC_YLCV_Lab 02096.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\5189b4a5-9bdb-4cea-b746-6dbf65ee2b72___Matt.S_CG 6737.JPG,4
dataset/tomato\Tomato___Septoria_leaf_spot\1ab6abd3-f48e-4176-9871-84e611f5b53f___Matt.S_CG 1363.JPG,4
dataset/tomato\Tomato___Bacterial_spot\43f48412-a4b0-496b-b482-da1a54482855___GCREC_Bact.Sp 5670.JPG,0
dataset/tomato\Tomato___healthy\3367a9a6-6841-45db-bfa9-9b7b9fed0fa2___GH_HL Leaf 421.1.JPG,9
dataset/tomato\Tomato___Early_blight\7b4b71f7-ba45-45b8-80c4-a80ae73b9d0f___RS_Erly.B 7611.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7b29fda8-5d5a-4158-827d-99417978fbcc___YLCV_GCREC 2135.JPG,7
dataset/tomato\Tomato___healthy\798fdd0c-27d2-4e72-a359-bd00208e8b1a___GH_HL Leaf 207.1.JPG,9
dataset/tomato\Tomato___healthy\79ceff7d-4092-419c-b7c1-340ae2dc0605___RS_HL 0225.JPG,9
dataset/tomato\Tomato___Late_blight\92a458d9-e19a-4080-a7fe-ec6c83af7c0c___GHLB2 Leaf 8730.JPG,2
dataset/tomato\Tomato___Septoria_leaf_spot\694af91d-fa2c-4bdd-a1b4-0ebacc3a2cca___Matt.S_CG 1588.JPG,4
dataset/tomato\Tomato___healthy\ca553e23-a738-485a-95e6-3b578477d3f4___RS_HL 9854.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7c6b3ee3-33cf-4a2c-a245-497b88d6d9b9___UF.GRC_YLCV_Lab 09607.JPG,7
dataset/tomato\Tomato___Late_blight\8553094b-3e19-4e4c-8ba1-49e98ff135e9___RS_Late.B 4869.JPG,2
dataset/tomato\Tomato___Bacterial_spot\177b8ce1-d77a-41d7-93ac-852d37d69faa___GCREC_Bact.Sp 3390.JPG,0
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\596a63f6-7e5f-4872-a172-cb44f2dc984d___Com.G_SpM_FL 9443.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\4c253b9b-8be6-4904-a886-9ed431332b60___YLCV_NREC 2371.JPG,7
dataset/tomato\Tomato___Bacterial_spot\5b2bff7b-208c-4ec6-adfd-b60b081916c1___GCREC_Bact.Sp 5955.JPG,0
dataset/tomato\Tomato___Bacterial_spot\fb70612e-974a-4bed-bfcb-fcf8038b51ce___GCREC_Bact.Sp 5627.JPG,0
dataset/tomato\Tomato___Bacterial_spot\641aa012-41e5-4e85-bac4-1d81bd67be58___GCREC_Bact.Sp 5665.JPG,0
dataset/tomato\Tomato___Early_blight\dc64e0f0-9f55-4341-b256-649bebd6ca75___RS_Erly.B 7785.JPG,1
dataset/tomato\Tomato___Septoria_leaf_spot\4cf0ee3d-a8b5-47f5-be25-e578d60b6cfd___Matt.S_CG 7373.JPG,4
dataset/tomato\Tomato___Late_blight\9f79bf03-7797-491c-98c8-e7fd2c49f435___RS_Late.B 5520.JPG,2
dataset/tomato\Tomato___Bacterial_spot\277f9f6d-07b0-4687-afef-ebf67e227e96___GCREC_Bact.Sp 6364.JPG,0
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\20630492-00f2-4da5-bda0-97c3a0bbdcc8___Com.G_SpM_FL 1150.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\70d7734d-c028-4adb-956d-91f0ba2c1e94___UF.GRC_YLCV_Lab 03264.JPG,7
dataset/tomato\Tomato___Septoria_leaf_spot\a7c57992-340e-47f6-9ed4-31a0df3490e8___JR_Sept.L.S 2715.JPG,4
dataset/tomato\Tomato___Early_blight\95f5cf16-3e2d-4b96-9f3d-732cf1c60d6e___RS_Erly.B 7564.JPG,1
dataset/tomato\Tomato___Target_Spot\71a27bcf-67b2-48c8-b9a2-20d9be14e605___Com.G_TgS_FL 7921.JPG,6
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\421b6662-c258-4c0d-b036-f42bf389c930___Com.G_SpM_FL 1763.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7eb45688-09bb-43bf-a5f6-38e57e32eeed___YLCV_NREC 2003.JPG,7
dataset/tomato\Tomato___Leaf_Mold\44400a5b-bbc1-4298-bf1a-d104eea5cda8___Crnl_L.Mold 6718.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a63b294e-c199-4f6b-ae02-23e0617143b3___UF.GRC_YLCV_Lab 08538.JPG,7
dataset/tomato\Tomato___Target_Spot\e79fb07e-04d4-4d6c-966b-6fdc84484772___Com.G_TgS_FL 0831.JPG,6
dataset/tomato\Tomato___Late_blight\65911337-0263-4cfa-a89d-9acf3f5eb39a___GHLB2 Leaf 8681.JPG,2
dataset/tomato\Tomato___Early_blight\06d6d114-8d26-43eb-b79f-44218bbfa0d1___RS_Erly.B 9441.JPG,1
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\b9fee910-ba74-47a7-a83f-77d8db7391ea___UF.GRC_YLCV_Lab 03322.JPG,7
dataset/tomato\Tomato___healthy\20b835ac-a3bb-48ce-bb0d-5eb9a0d6ca56___RS_HL 9772.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\5dfaed12-8031-49bc-8e40-df3c7e33eb07___YLCV_NREC 0072.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\cfec2513-cdcc-4780-9d3f-2e794c421915___Com.G_SpM_FL 1317.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7c6173c1-6999-4137-b970-2b83ca3744b1___UF.GRC_YLCV_Lab 08509.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\07f1d416-ee72-4f16-9840-1c20d02c64cc___UF.GRC_YLCV_Lab 01781.JPG,7
dataset/tomato\Tomato___Bacterial_spot\336d5c1b-ed6b-4e9a-b40b-4e2e53aa77b5___GCREC_Bact.Sp 5857.JPG,0
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7e1c0193-800e-47d0-9dd4-0a3b2b72a99a___UF.GRC_YLCV_Lab 01376.JPG,7
dataset/tomato\Tomato___healthy\abab2c83-54cb-4427-b239-7f55be4d7f78___RS_HL 9709.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\a4752292-fc5c-4d13-a9fb-b48c000b6579___UF.GRC_YLCV_Lab 02836.JPG,7
dataset/tomato\Tomato___Late_blight\ca6362b2-b680-4348-a795-3bc37275e70f___GHLB2 Leaf 79.JPG,2
dataset/tomato\Tomato___Leaf_Mold\b7b40130-ae85-438e-9bc4-7ed4ce5cdd1f___Crnl_L.Mold 9137.JPG,3
dataset/tomato\Tomato___Bacterial_spot\dabf464f-af7f-4fdb-b598-ebc369968706___GCREC_Bact.Sp 3287.JPG,0
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\476d4d77-4963-4400-b39a-6d829bf6ca3c___Com.G_SpM_FL 1550.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\97b62b0c-39b6-45cb-8f04-a340fa066ffa___YLCV_NREC 2491.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\afeda664-8fb8-4b4e-a3c5-946993524a96___Com.G_SpM_FL 1372.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\7c3ed900-34c4-46da-af1e-98eaf6a4a628___UF.GRC_YLCV_Lab 02171.JPG,7
dataset/tomato\Tomato___Early_blight\757b49d0-db8e-4352-820a-9f0bdb7d2657___RS_Erly.B 7748.JPG,1
dataset/tomato\Tomato___Late_blight\c9bcf015-b951-4176-bc2c-d8c067b64c66___RS_Late.B 5489.JPG,2
dataset/tomato\Tomato___healthy\a7c3088b-6aeb-4e8c-97dd-4661a4cacc38___GH_HL Leaf 186.JPG,9
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\dc952b07-cb79-47e0-9bfe-48bda40fbbb9___Com.G_SpM_FL 9446.JPG,5
dataset/tomato\Tomato___Septoria_leaf_spot\4dca99fe-1184-4728-874c-f902bc48f934___JR_Sept.L.S 8453.JPG,4
dataset/tomato\Tomato___Target_Spot\a5f763b2-2034-4df0-a69e-69e4e9137be9___Com.G_TgS_FL 0872.JPG,6
dataset/tomato\Tomato___healthy\9e0cd9db-f893-4426-b195-5643b55e0a8d___RS_HL 0379.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\65bd48f0-6b6f-48b5-a6c5-b855e374f7ea___UF.GRC_YLCV_Lab 01949.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d6d29770-0a68-4119-bcb8-17a760ff500f___UF.GRC_YLCV_Lab 02819.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\3cfaf18e-515c-469c-807b-50a7aecfadca___UF.GRC_YLCV_Lab 03333.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\ff20d775-59a6-437c-9039-f72d07aa4484___Com.G_SpM_FL 8524.JPG,5
dataset/tomato\Tomato___healthy\29265f8d-86ff-4de1-b1ad-e33a64b189dc___RS_HL 0264.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\86089870-b24b-4509-abc3-f6c50fd07e49___UF.GRC_YLCV_Lab 01677.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\b6831f1c-75a0-446f-9ca2-16352a342e8d___UF.GRC_YLCV_Lab 03391.JPG,7
dataset/tomato\Tomato___Leaf_Mold\8fcfbfee-f57a-49f7-9f68-19b4b1d5ca98___Crnl_L.Mold 6498.JPG,3
dataset/tomato\Tomato___Late_blight\7d6954fd-a818-44e6-976e-8c817d729a86___RS_Late.B 4973.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c6380761-954b-4a14-b686-05ce51868611___UF.GRC_YLCV_Lab 02268.JPG,7
dataset/tomato\Tomato___Late_blight\5916c8e5-c9d2-4bc5-b5e7-8812caf890aa___GHLB_PS Leaf 29 Day 12.jpg,2
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\7a44f68b-8741-4977-a2e8-ca0a42f846b4___Com.G_SpM_FL 8623.JPG,5
dataset/tomato\Tomato___Target_Spot\5f8a5bf7-8366-4f88-b5e1-bb832608e317___Com.G_TgS_FL 0696.JPG,6
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\3558cfcb-e288-4646-bc93-b49ad4517b1e___UF.GRC_YLCV_Lab 08564.JPG,7
dataset/tomato\Tomato___Leaf_Mold\91eeb305-5a5f-4e72-8258-776ea9ed6338___Crnl_L.Mold 7112.JPG,3
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\771c1ccc-fa2f-436c-bf70-bd474f49bbc1___Com.G_SpM_FL 9257.JPG,5
dataset/tomato\Tomato___Target_Spot\b89c4c2d-5392-4d70-816f-2580956f4e8a___Com.G_TgS_FL 0005.JPG,6
dataset/tomato\Tomato___Late_blight\de272472-c653-4102-beac-6813da817d21___GHLB2 Leaf 153.2.JPG,2
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\c987ee2a-8b0f-43a8-adf9-31d270dd83fd___UF.GRC_YLCV_Lab 08436.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\e97a81a5-6948-4869-90ea-c2129a8d4836___YLCV_GCREC 2794.JPG,7
dataset/tomato\Tomato___Bacterial_spot\e4dad7d3-b043-4dc9-9b41-0df12c1a6823___GCREC_Bact.Sp 5822.JPG,0
dataset/tomato\Tomato___healthy\73cc02ea-96ad-4e02-8240-b599cf1e0384___RS_HL 9839.JPG,9
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\287b1968-94a2-4a11-8c05-b1e7dbbf44ec___YLCV_GCREC 2228.JPG,7
dataset/tomato\Tomato___Spider_mites Two-spotted_spider_mite\f2d3fadc-0142-4425-b731-6d95464a211d___Com.G_SpM_FL 8612.JPG,5
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\139008b7-e1be-4de4-84b1-763758c94f5f___UF.GRC_YLCV_Lab 02561.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\056ed8b8-6220-426a-8bd4-ed25441a5543___UF.GRC_YLCV_Lab 02102.JPG,7
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\1c228970-4090-4dff-8f24-5d923e965e13___YLCV_GCREC 2430.JPG,7
dataset/tomato\Tomato___Leaf_Mold\a1e5590d-aadc-42f9-9bb1-f7cb8df10e0a___Crnl_L.Mold 8781.JPG,3
dataset/tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\b563c57c-f4ec-4944-b02e-f06cc52529a7___UF.GRC_YLCV_Lab 01715.JPG,7
dataset/tomato\Tomato___Late_blight\c03b8994-6c6e-4997-83fd-803f3cc580ad___GHLB2 Leaf 8833.JPG,2
